car	model	price	動力型式	引擎型式	排氣量	最大馬力	最大扭力	壓縮比	系統總合輸出	馬達出力	驅動型式	變速系統	前輪懸吊	後輪懸吊	煞車型式	輪胎尺碼	車身型式	車門數	座位數	車長	車寬	車高	車重	軸距	標準行李箱容量	後座傾倒行李箱容量	市區油耗	高速油耗	平均油耗	燃料費	牌照稅	油箱容量	主動轉向頭燈	後霧燈	前霧燈	LED尾燈	空力套件	LED頭燈	LED日行燈	車頂行李架	鐵圈	後視鏡方向指示燈	抗UV玻璃	HID氙氣頭燈	雙前座電熱椅	右前座電動腰靠調整	後座出風口	里程電腦	駕駛座電動調整	前座扶手	後座扶手	駕駛座電動腰靠調整	雙前座氣動按摩	右前座電動調整	粉塵過濾器	後座傾角調整	前座杯架	分區溫控	駕駛座位置記憶	右前座位置記憶	助手席調整按鈕	織布座椅	恆溫空調	電動天窗	後座折疊小桌	雙前座跑車座椅	換檔撥片	全景天窗	後座杯架	雙前座冷熱通風功能	方向盤快控鍵	方向盤電動調整	後座分離倒覆	後座前後滑移/傾角調整	AUX IN	8只揚聲器	6只揚聲器	9只揚聲器	中控螢幕	DVD主機	USB插槽	12只揚聲器	4只揚聲器	CD音響主機	11只揚聲器	藍牙通訊	10只揚聲器	MP3播放功能	CD播放功能	衛星導航	倒車影像輔助	光感應自動頭燈	定速巡航	電動窗/天窗防夾功能	HUD抬頭顯示器	電動側滑門	倒車圖像輔助	蜂鳴式倒車輔助系統	免鑰匙啟動車門鎖	電動尾門	手動後窗遮陽簾	雨滴感應雨刷	環景影像系統	後視鏡除霧	行車紀錄器	前方駐車雷達	自動停車系統	電動行李廂蓋	電動後擋遮陽簾	電動窗防夾功能	電動折疊後視鏡	智慧防盜座椅	ACC主動跟車系統	車道變換輔助系統	斜坡起步輔助	主動安全預防系統	胎壓監控	防鎖死煞車系統	後座側面氣囊	雙前座側面氣囊	電子煞車力道輔助系統	ISOFIX兒童安全椅固定	車道偏離警示系統	循跡防滑控制系統	全尺寸頭部氣簾	防盜系統	車道維持輔助系統	駕駛座膝部氣囊	遠光燈自動控制	陡坡緩降系統	煞車力道分配系統	雙前座正面氣囊	雙前座護頸頭枕	兒童安全鎖	預束式安全帶	AEB自動緊急煞車系統
volkswagen-touran-2020	280 TSI Comfort	109.8	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1395cc	150hp@5000~6000rpm	25.5kgm@1500~3500rpm	10			前輪驅動	雙離合器7速自手排	麥花臣	四連桿	前後碟煞	215/55R17	跨界休旅車,廂型休旅車	5門	7人座	4527mm	1829mm	1659mm	1530kg	2791mm	137ltr	1857ltr	13.39km/ltr	17.83km/ltr	15.9km/ltr	4800元	7120元	58ltr	X	O	O	O	X	X	X	O	X	O	O	X	X	X	O	O	X	O	X	X	X	X	O	X	O	O	X	X	X	O	O	X	X	X	X	X	O	X	O	X	O	O	X	O	X	X	O	X	O	X	X	O	X	O	X	O	X	X	O	O	O	X	X	X	O	O	O	X	X	O	X	O	X	O	X	X	X	O	O	X	O	X	O	X	O	O	O	O	O	O	X	O	O	O	X	O	X	X	O	O	O	X	O	O
	280 TSI Life	122.8	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1395cc	150hp@5000~6000rpm	25.5kgm@1500~3500rpm	10			前輪驅動	雙離合器7速自手排	麥花臣	四連桿	前後碟煞	215/55R17	跨界休旅車,廂型休旅車	5門	7人座	4527mm	1829mm	1659mm	1570kg	2791mm	137ltr	1857ltr	13.39km/ltr	17.83km/ltr	15.9km/ltr	4800元	7120元	58ltr	X	O	O	O	X	O	O	O	X	O	O	X	O	X	O	O	O	O	X	O	X	X	O	X	O	O	X	X	X	X	O	X	X	X	X	O	O	X	O	X	O	O	X	O	X	X	O	X	O	X	X	O	X	O	X	O	X	X	O	O	O	X	X	X	O	O	O	O	X	O	X	O	X	O	O	X	X	O	O	X	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O	X	X	O	O	O	X	O	O
	280 TSI R-Line	138.8	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1395cc	150hp@5000~6000rpm	25.5kgm@1500~3500rpm	10			前輪驅動	雙離合器7速自手排	麥花臣	四連桿	前後碟煞	225/45R18	跨界休旅車,廂型休旅車	5門	7人座	4527mm	1829mm	1659mm	1580kg	2791mm	137ltr	1857ltr	13.39km/ltr	17.83km/ltr	15.9km/ltr	4800元	7120元	58ltr	X	O	X	O	O	O	O	O	X	O	O	X	O	O	O	O	O	O	X	O	X	O	O	X	O	O	X	X	X	X	O	X	X	X	O	O	O	X	O	X	O	O	X	O	X	X	O	X	O	X	X	O	X	O	X	O	X	X	O	O	O	X	X	X	O	O	O	O	X	O	X	O	X	O	O	X	X	O	O	X	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O	X	X	O	O	O	X	O	O
ford-kuga-2020	EcoBoost 182全民便利型	85.9	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1498cc	182hp@6000rpm	24.5kgm@1600~5000rpm	10			前輪驅動	6速手自排	麥花臣	多連桿	前後碟煞	235/55R17	運動休旅車	5門	5人座	4536mm	1838mm	1685mm	1560kg	2690mm			10.0km/ltr	16.3km/ltr	13.3km/ltr	4800元	7120元	60ltr	X	O	O	O	X	X	O	X	X	O	X	X	X	X	O	O	X	O	O	X	X	X	X	X	O	O	X	X	X	X	O	X	X	X	O	X	O	X	O	X	O	X	X	X	O	X	O	X	O	X	X	O	X	O	X	O	X	X	O	X	X	X	X	X	X	O	X	X	X	X	X	O	X	X	X	X	X	O	O	X	X	X	O	X	O	O	X	O	O	O	X	O	O	O	X	O	X	X	O	O	X	O	O	X
	EcoBoost 182 CP360型	99.9	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1498cc	182hp@6000rpm	24.5kgm@1600~5000rpm	10			前輪驅動	6速手自排	麥花臣	多連桿	前後碟煞	235/50R18	運動休旅車	5門	5人座	4536mm	1838mm	1695mm	1605kg	2690mm			10.1km/ltr	15.6km/ltr	13km/ltr	4800元	7120元	60ltr	X	O	O	O	X	X	O	O	X	O	X	X	X	X	O	O	X	O	O	X	X	X	X	X	O	O	X	X	X	X	O	X	X	X	O	O	O	X	O	X	O	X	X	O	X	X	O	X	O	X	X	O	X	O	X	O	X	X	O	O	O	O	X	X	O	O	O	O	X	O	O	O	X	X	X	X	X	X	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	X	X	O	O	X	O	O	O
	2.0 TDCi柴油CP360型	113.8	柴油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1997cc	180hp@3500rpm	40.8kgm@2000~2500rpm	16.7			四輪驅動	雙離合器6速自手排	麥花臣	多連桿	前後碟煞	235/50R18	運動休旅車	5門	5人座	4536mm	1838mm	1695mm	1765kg	2690mm			15.6km/ltr	19.3km/ltr	17.8km/ltr	3708元	11230元	60ltr	X	O	O	O	X	X	O	O	X	O	X	X	X	X	O	O	O	O	O	X	X	X	X	X	O	O	X	X	X	X	O	X	X	X	O	O	O	X	O	X	O	X	X	O	X	X	O	X	O	X	X	O	X	O	X	O	X	X	O	O	O	O	X	X	O	O	O	O	X	O	O	O	X	O	O	X	X	X	O	X	O	O	O	X	O	O	X	O	O	O	X	O	O	O	X	O	X	X	O	O	X	O	O	X
	EcoBoost 245 CP360旗艦型	113.8	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1998cc	245hp@5500rpm	38kgm@3000rpm	9.7			四輪驅動	6速手自排	麥花臣	多連桿	前後碟煞	235/50R18	運動休旅車	5門	5人座	4536mm	1838mm	1695mm	1720kg	2690mm			8.3km/ltr	13.7km/ltr	10.9km/ltr	6180元	11230元	60ltr	O	O	O	O	X	X	O	O	X	O	X	O	X	X	O	O	O	O	O	X	X	X	X	X	O	O	X	X	X	X	O	X	X	X	O	O	O	X	O	X	O	X	X	X	X	O	O	X	O	X	X	O	X	O	X	O	X	X	O	O	O	O	X	X	O	O	O	O	X	O	O	O	X	O	O	X	X	X	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	X	O	O	O
mitsubishi-eclipse-cross-2020	傳奇型	94.9	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1499cc	163hp@5500rpm	25.49kgm@1800~4500rpm	10			前輪驅動	CVT 8速手自排	麥花臣	多連桿	前後碟煞	215/70R16	運動休旅車	5門	5人座	4405mm	1805mm	1685mm		2670mm			12.72km/ltr	16.05km/ltr	14.6km/ltr	4800元	7120元		X	O	O	O	X	X	O	O	X	O	O	X	X	X	X	O	X	O	O	X	X	X	O	X	O	O	X	X	X	O	O	X	X	X	O	X	O	X	O	X	O	O	X	X	O	X	X	X	O	X	X	O	X	X	X	O	X	X	X	O	O	X	X	X	X	X	X	X	X	O	X	O	X	X	X	X	X	O	O	X	X	X	O	X	O	O	X	O	O	O	O	O	O	O	X	O	O	X	O	O	X	X	O	O
	菁英型	100.9	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1499cc	163hp@5500rpm	25.49kgm@1800~4500rpm	10			前輪驅動	CVT 8速手自排	麥花臣	多連桿	前後碟煞	225/55R18	運動休旅車	5門	5人座	4405mm	1805mm	1685mm		2670mm			12.72km/ltr	16.05km/ltr	14.6km/ltr	4800元	7120元		X	O	O	O	X	X	O	O	X	O	O	X	O	X	X	O	O	O	O	X	X	X	O	X	O	O	X	X	X	X	O	X	X	X	O	X	O	X	O	X	O	O	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	X	O	O	X	X	O	X	O	X	O	X	X	X	O	O	X	O	X	O	X	O	O	X	O	O	O	O	O	O	O	X	O	O	X	O	O	X	X	O	O
	卓越型	108.9	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1499cc	163hp@5500rpm	25.49kgm@1800~4500rpm	10			前輪驅動	CVT 8速手自排	麥花臣	多連桿	前後碟煞	225/55R18	運動休旅車	5門	5人座	4405mm	1805mm	1685mm		2670mm			12.72km/ltr	16.05km/ltr	14.6km/ltr	4800元	7120元		X	O	O	O	X	O	O	O	X	O	O	X	O	X	X	O	O	O	O	X	X	X	O	X	O	O	X	X	X	X	O	X	X	X	O	X	O	X	O	X	O	O	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	O	X	X	O	O	X	X	O	O	O	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	X	O	O	X	O	O	X	X	O	O
	S-AWC行家型	109.9	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1499cc	163hp@5500rpm	25.49kgm@1800~4500rpm	10			四輪驅動	CVT 8速手自排	麥花臣	多連桿	前後碟煞	225/55R18	運動休旅車	5門	5人座	4405mm	1805mm	1685mm		2670mm			11.11km/ltr	14.21km/ltr	12.9km/ltr	4800元	7120元		X	O	O	O	X	O	O	O	X	O	O	X	O	X	X	O	O	O	O	X	X	X	O	X	O	O	X	X	X	X	O	X	X	X	O	X	O	X	O	X	O	O	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	X	O	O	X	X	O	X	O	X	O	X	X	X	O	O	X	O	X	O	X	O	O	X	O	O	O	O	O	O	O	X	O	O	X	O	O	X	X	O	O
	S-AWC旗艦型	117.9	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1499cc	163hp@5500rpm	25.49kgm@1800~4500rpm	10			四輪驅動	CVT 8速手自排	麥花臣	多連桿	前後碟煞	225/55R18	運動休旅車	5門	5人座	4405mm	1805mm	1685mm		2670mm			11.11km/ltr	14.21km/ltr	12.9km/ltr	4800元	7120元		X	O	O	O	X	O	O	O	X	O	O	X	O	X	X	O	O	O	O	X	X	X	O	X	O	O	X	X	X	X	O	X	X	X	O	O	O	X	O	X	O	O	X	X	X	O	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	O	O	X	X	O	O	X	X	O	O	O	X	O	X	X	X	X	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	X	O	O	X	O	O	X	X	O	O
